id,album,name,artist,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,genre
0l4SEEt4AbrwgPDQrKvCM0,Start Today,Stand Still,Gorilla Biscuits,TRUE,33,0.391,0.969,11,-5.024,0,0.0869,0.000406,0,0.144,0.334,107.627,audio_features,spotify:track:0l4SEEt4AbrwgPDQrKvCM0,https://api.spotify.com/v1/tracks/0l4SEEt4AbrwgPDQrKvCM0,https://api.spotify.com/v1/audio-analysis/0l4SEEt4AbrwgPDQrKvCM0,2.13045,3,hardcore
2omuGph7CBAP4NoUJ4yJnL,Just an American Band / Live In '84,Disintegration - Just an American Band,Verbal Abuse,FALSE,21,0.262,0.923,2,-10.314,0,0.12,0.00266,0.000102,0.443,0.334,92.72,audio_features,spotify:track:2omuGph7CBAP4NoUJ4yJnL,https://api.spotify.com/v1/tracks/2omuGph7CBAP4NoUJ4yJnL,https://api.spotify.com/v1/audio-analysis/2omuGph7CBAP4NoUJ4yJnL,1.18955,4,hardcore
74Twkr3fKI0pB2MenPMnwI,The Crew,Young 'Til I Die,7 Seconds,FALSE,0,0.246,0.753,4,-14.903,1,0.121,0.0125,3.87E-05,0.392,0.203,184.85,audio_features,spotify:track:74Twkr3fKI0pB2MenPMnwI,https://api.spotify.com/v1/tracks/74Twkr3fKI0pB2MenPMnwI,https://api.spotify.com/v1/audio-analysis/74Twkr3fKI0pB2MenPMnwI,2.021116667,4,hardcore
4abmtsttdKgbyJyjgTgaxh,Operation Ivy,Hoboken,Operation Ivy,FALSE,0,0.302,0.976,2,-4.871,1,0.161,0.00581,0,0.052,0.517,92.396,audio_features,spotify:track:4abmtsttdKgbyJyjgTgaxh,https://api.spotify.com/v1/tracks/4abmtsttdKgbyJyjgTgaxh,https://api.spotify.com/v1/audio-analysis/4abmtsttdKgbyJyjgTgaxh,1.196216667,4,hardcore
1lK4dZhjEdYTZFqLiyjEY3,Is This My World?,I Don't Belong,Jerry's Kids,FALSE,32,0.187,0.981,9,-4.289,1,0.0839,0.0324,0.268,0.387,0.134,103.731,audio_features,spotify:track:1lK4dZhjEdYTZFqLiyjEY3,https://api.spotify.com/v1/tracks/1lK4dZhjEdYTZFqLiyjEY3,https://api.spotify.com/v1/audio-analysis/1lK4dZhjEdYTZFqLiyjEY3,1.789116667,4,hardcore
7gi2tI2OKbiVjWuYaiXrMR,Negative FX/Last Rights,Feel Like A Man,Negative FX,FALSE,26,0.306,0.867,2,-7.883,1,0.0971,0.0188,0,0.482,0.599,120.038,audio_features,spotify:track:7gi2tI2OKbiVjWuYaiXrMR,https://api.spotify.com/v1/tracks/7gi2tI2OKbiVjWuYaiXrMR,https://api.spotify.com/v1/audio-analysis/7gi2tI2OKbiVjWuYaiXrMR,2.005116667,4,hardcore
4cOYHZ1zFViyDSY8R9hvxg,Side A,You're X'd,The Faith,FALSE,1,0.507,0.878,6,-8.131,1,0.106,0.00991,0.575,0.232,0.398,97.352,audio_features,spotify:track:4cOYHZ1zFViyDSY8R9hvxg,https://api.spotify.com/v1/tracks/4cOYHZ1zFViyDSY8R9hvxg,https://api.spotify.com/v1/audio-analysis/4cOYHZ1zFViyDSY8R9hvxg,1.09955,4,hardcore
78as3aVS0SatFl58MQLx0N,"Earth A.D. / Die, Die My Darling",Green Hell,Misfits,FALSE,37,0.266,0.924,11,-14.149,0,0.0755,0.0627,5.23E-05,0.227,0.15,194.264,audio_features,spotify:track:78as3aVS0SatFl58MQLx0N,https://api.spotify.com/v1/tracks/78as3aVS0SatFl58MQLx0N,https://api.spotify.com/v1/audio-analysis/78as3aVS0SatFl58MQLx0N,1.88555,4,hardcore
702ucrD12Pj963E7PtR4aO,What It Meant: The Complete Discography,Take Me Away,Judge,TRUE,0,0.309,0.848,0,-8.382,1,0.0574,3.45E-05,0.00623,0.454,0.46,125.441,audio_features,spotify:track:702ucrD12Pj963E7PtR4aO,https://api.spotify.com/v1/tracks/702ucrD12Pj963E7PtR4aO,https://api.spotify.com/v1/audio-analysis/702ucrD12Pj963E7PtR4aO,3.06,4,hardcore
2qUvaIFI5Io2UcOkpofLMB,First Two Seven Inches,I Don't Wanna Hear It,Minor Threat,FALSE,15,0.199,0.97,11,-6.458,1,0.0832,0.0019,0.00158,0.0869,0.778,189.679,audio_features,spotify:track:2qUvaIFI5Io2UcOkpofLMB,https://api.spotify.com/v1/tracks/2qUvaIFI5Io2UcOkpofLMB,https://api.spotify.com/v1/audio-analysis/2qUvaIFI5Io2UcOkpofLMB,1.26955,4,hardcore
05Uw3uX5jzesUSIF91gWDv,Bad Brains,Sailin' On,Bad Brains,TRUE,0,0.199,0.818,9,-12.416,1,0.0506,0.00391,7.37E-05,0.66,0.0837,82.025,audio_features,spotify:track:05Uw3uX5jzesUSIF91gWDv,https://api.spotify.com/v1/tracks/05Uw3uX5jzesUSIF91gWDv,https://api.spotify.com/v1/audio-analysis/05Uw3uX5jzesUSIF91gWDv,1.917333333,4,hardcore
4eYKTUU5AdmbaNHoHnGUpl,Damaged,Damaged I,Black Flag,FALSE,29,0.333,0.703,2,-14.835,0,0.0426,0.349,0.255,0.278,0.207,79.592,audio_features,spotify:track:4eYKTUU5AdmbaNHoHnGUpl,https://api.spotify.com/v1/tracks/4eYKTUU5AdmbaNHoHnGUpl,https://api.spotify.com/v1/audio-analysis/4eYKTUU5AdmbaNHoHnGUpl,3.84555,4,hardcore
5E47rKJbS74jyLZaSgb0kS,Living In Darkness (30th Anniversary Edition),Bloodstains - Original Version,Agent Orange,FALSE,54,0.494,0.923,10,-7.69,0,0.182,0.0962,0,0.128,0.577,176.216,audio_features,spotify:track:5E47rKJbS74jyLZaSgb0kS,https://api.spotify.com/v1/tracks/5E47rKJbS74jyLZaSgb0kS,https://api.spotify.com/v1/audio-analysis/5E47rKJbS74jyLZaSgb0kS,1.887333333,4,hardcore
2LF13LC1wG5XqZ2js2yC9O,"Plastic Surgery Disasters/In God We Trust, Inc.",Nazi Punks Fuck Off,Dead Kennedys,TRUE,49,0.397,0.923,10,-4.029,0,0.201,0.00132,0,0.261,0.676,112.666,audio_features,spotify:track:2LF13LC1wG5XqZ2js2yC9O,https://api.spotify.com/v1/tracks/2LF13LC1wG5XqZ2js2yC9O,https://api.spotify.com/v1/audio-analysis/2LF13LC1wG5XqZ2js2yC9O,1.0565,3,hardcore
5wQ6zZPJnqI9DAXv4qcRjL,Frankenchrist,MTV-Get Off the Air,Dead Kennedys,FALSE,37,0.35,0.839,6,-6.186,1,0.216,0.0414,0,0.0868,0.655,145.385,audio_features,spotify:track:5wQ6zZPJnqI9DAXv4qcRjL,https://api.spotify.com/v1/tracks/5wQ6zZPJnqI9DAXv4qcRjL,https://api.spotify.com/v1/audio-analysis/5wQ6zZPJnqI9DAXv4qcRjL,3.623116667,4,hardcore
4mqxqDf2f8TUlVgBS0u4UL,Statues / Amusement,Statues,Hüsker Dü,FALSE,0,0.535,0.932,9,-6.948,1,0.0498,3.86E-05,0.0702,0.11,0.88,123.302,audio_features,spotify:track:4mqxqDf2f8TUlVgBS0u4UL,https://api.spotify.com/v1/tracks/4mqxqDf2f8TUlVgBS0u4UL,https://api.spotify.com/v1/audio-analysis/4mqxqDf2f8TUlVgBS0u4UL,4.421116667,4,hardcore
5818hIe5ErMfC4Ag5TVyHa,Subject to Change,Say No More,The Faith,FALSE,0,0.397,0.855,2,-9.354,1,0.068,0.00907,0.0371,0.729,0.296,126.311,audio_features,spotify:track:5818hIe5ErMfC4Ag5TVyHa,https://api.spotify.com/v1/tracks/5818hIe5ErMfC4Ag5TVyHa,https://api.spotify.com/v1/audio-analysis/5818hIe5ErMfC4Ag5TVyHa,1.504666667,4,hardcore
4BZLAm5rqqChHZlBlHuSMV,Wild in the Streets,Wild in the Streets,Circle Jerks,FALSE,51,0.459,0.966,4,-8.814,1,0.0302,0.0061,0,0.146,0.38,103.421,audio_features,spotify:track:4BZLAm5rqqChHZlBlHuSMV,https://api.spotify.com/v1/tracks/4BZLAm5rqqChHZlBlHuSMV,https://api.spotify.com/v1/audio-analysis/4BZLAm5rqqChHZlBlHuSMV,2.594883333,4,hardcore
5Og9VyCOfxmZCuv1UhIyxE,Damaged,Six Pack,Black Flag,TRUE,49,0.33,0.784,2,-15.285,1,0.19,0.157,2.08E-05,0.58,0.196,115.402,audio_features,spotify:track:5Og9VyCOfxmZCuv1UhIyxE,https://api.spotify.com/v1/tracks/5Og9VyCOfxmZCuv1UhIyxE,https://api.spotify.com/v1/audio-analysis/5Og9VyCOfxmZCuv1UhIyxE,2.34155,4,hardcore
0S8LgLoseDB6W2HWd1ym6P,Collection 2,Last Caress,"Misfits, Glenn Danzig",FALSE,54,0.181,0.946,0,-5.308,1,0.096,0.0257,0.223,0.344,0.363,178.743,audio_features,spotify:track:0S8LgLoseDB6W2HWd1ym6P,https://api.spotify.com/v1/tracks/0S8LgLoseDB6W2HWd1ym6P,https://api.spotify.com/v1/audio-analysis/0S8LgLoseDB6W2HWd1ym6P,1.997116667,4,hardcore
2K0vkBQ6rzo5plYnxbxmvx,College Rock,Los Angeles,X,FALSE,7,0.614,0.755,2,-5.829,1,0.0276,0.0162,1.90E-06,0.0831,0.645,92.622,audio_features,spotify:track:2K0vkBQ6rzo5plYnxbxmvx,https://api.spotify.com/v1/tracks/2K0vkBQ6rzo5plYnxbxmvx,https://api.spotify.com/v1/audio-analysis/2K0vkBQ6rzo5plYnxbxmvx,2.413116667,4,hardcore
4kKBFeGFI38KSncV9aUQVQ,Live at CBGB 1982,We Will Not,Bad Brains,FALSE,12,0.303,0.932,11,-11.254,0,0.118,8.56E-05,0.853,0.588,0.173,89.621,audio_features,spotify:track:4kKBFeGFI38KSncV9aUQVQ,https://api.spotify.com/v1/tracks/4kKBFeGFI38KSncV9aUQVQ,https://api.spotify.com/v1/audio-analysis/4kKBFeGFI38KSncV9aUQVQ,1.72355,4,hardcore
6ol8De5EwonNljqfnFoeWE,Millions of Dead Cops - Millennium Edition (Remastered),John Wayne Was a Nazi - Millions of Dead Cops - Full Length,MDC,FALSE,34,0.454,0.957,0,-4.684,1,0.307,0.0071,0,0.175,0.219,70.898,audio_features,spotify:track:6ol8De5EwonNljqfnFoeWE,https://api.spotify.com/v1/tracks/6ol8De5EwonNljqfnFoeWE,https://api.spotify.com/v1/audio-analysis/6ol8De5EwonNljqfnFoeWE,2.014283333,4,hardcore
0rcILXzric3w3sVULj5iMk,Victim In Pain,Victim In Pain,Agnostic Front,FALSE,0,0.377,0.992,4,-5.924,1,0.148,0.0147,2.47E-05,0.084,0.195,100.93,audio_features,spotify:track:0rcILXzric3w3sVULj5iMk,https://api.spotify.com/v1/tracks/0rcILXzric3w3sVULj5iMk,https://api.spotify.com/v1/audio-analysis/0rcILXzric3w3sVULj5iMk,0.8077,4,hardcore
4svLdyGQQfbSmucvHtdReA,First Two Seven Inches,In My Eyes,Minor Threat,FALSE,13,0.275,0.958,7,-5.86,1,0.144,0.0343,0.009,0.0554,0.446,161.612,audio_features,spotify:track:4svLdyGQQfbSmucvHtdReA,https://api.spotify.com/v1/tracks/4svLdyGQQfbSmucvHtdReA,https://api.spotify.com/v1/audio-analysis/4svLdyGQQfbSmucvHtdReA,2.822,4,hardcore
2e82cNCT1uXi1rZvhKIsYM,New Day Rising,Plans I Make,Hüsker Dü,FALSE,19,0.197,0.988,9,-11.167,0,0.112,0.0378,0.919,0.383,0.0351,122.491,audio_features,spotify:track:2e82cNCT1uXi1rZvhKIsYM,https://api.spotify.com/v1/tracks/2e82cNCT1uXi1rZvhKIsYM,https://api.spotify.com/v1/audio-analysis/2e82cNCT1uXi1rZvhKIsYM,4.367116667,4,hardcore
2zeAo1ddhjm1TioD77dDSV,Suicidal Tendencies,Subliminal,Suicidal Tendencies,FALSE,53,0.467,0.885,9,-8.226,0,0.0446,0.0181,0,0.364,0.452,94.397,audio_features,spotify:track:2zeAo1ddhjm1TioD77dDSV,https://api.spotify.com/v1/tracks/2zeAo1ddhjm1TioD77dDSV,https://api.spotify.com/v1/audio-analysis/2zeAo1ddhjm1TioD77dDSV,3.13555,4,hardcore
4nrsxlCHeaa8NLrfhCI05b,Nervous Breakdown,Wasted,Black Flag,TRUE,40,0.46,0.941,0,-10.884,1,0.0764,0.645,0,0.392,0.168,91.414,audio_features,spotify:track:4nrsxlCHeaa8NLrfhCI05b,https://api.spotify.com/v1/tracks/4nrsxlCHeaa8NLrfhCI05b,https://api.spotify.com/v1/audio-analysis/4nrsxlCHeaa8NLrfhCI05b,0.856216667,4,hardcore
5flccuB88UqMqTO6XVXiv8,I Against I,Re-Ignition,Bad Brains,FALSE,42,0.417,0.771,0,-13.711,1,0.0809,0.0132,0.00198,0.0995,0.471,177.487,audio_features,spotify:track:5flccuB88UqMqTO6XVXiv8,https://api.spotify.com/v1/tracks/5flccuB88UqMqTO6XVXiv8,https://api.spotify.com/v1/audio-analysis/5flccuB88UqMqTO6XVXiv8,4.272216667,4,hardcore
7bRiXxZz9th7OCT4dtzV7Y,Collection 2,Hate Breeders,Misfits,FALSE,31,0.297,0.959,11,-6.508,1,0.176,0.0876,0,0.166,0.117,121.945,audio_features,spotify:track:7bRiXxZz9th7OCT4dtzV7Y,https://api.spotify.com/v1/tracks/7bRiXxZz9th7OCT4dtzV7Y,https://api.spotify.com/v1/audio-analysis/7bRiXxZz9th7OCT4dtzV7Y,2.761783333,4,hardcore
5uBvwCuDzKG2rTWNsqzyrG,Fresh Fruit for Rotting Vegetables,Kill the Poor (Single Version),Dead Kennedys,FALSE,2,0.364,0.957,2,-3.787,1,0.0524,0.112,3.17E-06,0.146,0.582,105.712,audio_features,spotify:track:5uBvwCuDzKG2rTWNsqzyrG,https://api.spotify.com/v1/tracks/5uBvwCuDzKG2rTWNsqzyrG,https://api.spotify.com/v1/audio-analysis/5uBvwCuDzKG2rTWNsqzyrG,3.117116667,4,hardcore
6GvyAwquB9ocJ1hbD6CyCB,Out of Step,It Follows,Minor Threat,FALSE,11,0.341,0.972,9,-6.507,1,0.152,0.000748,0.00821,0.18,0.388,178.792,audio_features,spotify:track:6GvyAwquB9ocJ1hbD6CyCB,https://api.spotify.com/v1/tracks/6GvyAwquB9ocJ1hbD6CyCB,https://api.spotify.com/v1/audio-analysis/6GvyAwquB9ocJ1hbD6CyCB,1.842666667,4,hardcore
37zwBGTBNiAXxCaPkJWZMp,In My Head,In My Head,Black Flag,FALSE,26,0.247,0.706,2,-14.902,0,0.0863,0.00139,1.31E-05,0.18,0.47,147.254,audio_features,spotify:track:37zwBGTBNiAXxCaPkJWZMp,https://api.spotify.com/v1/tracks/37zwBGTBNiAXxCaPkJWZMp,https://api.spotify.com/v1/audio-analysis/37zwBGTBNiAXxCaPkJWZMp,4.643783333,1,hardcore
26eKJASmShZmCHnEcMOQ0e,Bad Brains,Don't Need It,Bad Brains,TRUE,0,0.186,0.934,2,-10.627,1,0.0603,0.00729,0.00745,0.197,0.138,168.482,audio_features,spotify:track:26eKJASmShZmCHnEcMOQ0e,https://api.spotify.com/v1/tracks/26eKJASmShZmCHnEcMOQ0e,https://api.spotify.com/v1/audio-analysis/26eKJASmShZmCHnEcMOQ0e,1.12155,4,hardcore
2aGAeHi05q1O93dpPt1vSa,Cause for Alarm,The Eliminator,Agnostic Front,FALSE,31,0.204,0.94,11,-7.623,0,0.164,3.66E-05,0.00238,0.59,0.244,96.952,audio_features,spotify:track:2aGAeHi05q1O93dpPt1vSa,https://api.spotify.com/v1/tracks/2aGAeHi05q1O93dpPt1vSa,https://api.spotify.com/v1/audio-analysis/2aGAeHi05q1O93dpPt1vSa,3.192666667,4,hardcore
1izvrCbd0C75ScVDI6uVOl,Start Today,Start Today,Gorilla Biscuits,TRUE,44,0.53,0.944,11,-6.321,1,0.0611,0.000178,0.00156,0.0529,0.431,106.908,audio_features,spotify:track:1izvrCbd0C75ScVDI6uVOl,https://api.spotify.com/v1/tracks/1izvrCbd0C75ScVDI6uVOl,https://api.spotify.com/v1/audio-analysis/1izvrCbd0C75ScVDI6uVOl,2.061783333,4,hardcore
32dTnE7cWjEHCUAjSEvpiM,Break Down The Walls,Break Down the Walls,Youth Of Today,TRUE,34,0.391,0.973,9,-5.745,1,0.107,0.00373,0.334,0.0619,0.303,141.671,audio_features,spotify:track:32dTnE7cWjEHCUAjSEvpiM,https://api.spotify.com/v1/tracks/32dTnE7cWjEHCUAjSEvpiM,https://api.spotify.com/v1/audio-analysis/32dTnE7cWjEHCUAjSEvpiM,2.072883333,4,hardcore
3VLCU9gSkSHgmgXaLQ4I8I,Another Wasted Night,Alcohol,Gang Green,TRUE,38,0.45,0.837,11,-14.345,1,0.0477,0.000156,2.41E-05,0.334,0.423,109.575,audio_features,spotify:track:3VLCU9gSkSHgmgXaLQ4I8I,https://api.spotify.com/v1/tracks/3VLCU9gSkSHgmgXaLQ4I8I,https://api.spotify.com/v1/audio-analysis/3VLCU9gSkSHgmgXaLQ4I8I,2.207116667,4,hardcore
1XbnGXcgeka1TPzCww7Z4w,Hear Nothing See Nothing Say Nothing,Q: And Children A: And Children,Discharge,FALSE,22,0.169,0.941,11,-9.881,0,0.0974,1.65E-06,0.0488,0.148,0.247,161.522,audio_features,spotify:track:1XbnGXcgeka1TPzCww7Z4w,https://api.spotify.com/v1/tracks/1XbnGXcgeka1TPzCww7Z4w,https://api.spotify.com/v1/audio-analysis/1XbnGXcgeka1TPzCww7Z4w,1.781116667,4,hardcore
1jvqZQtbBGK5GJCGT615ao,For Blood And Empire,This Is the End (For You My Friend),Anti-Flag,FALSE,57,0.546,0.875,1,-3.631,1,0.0445,0.0205,0,0.0669,0.765,101.693,audio_features,spotify:track:1jvqZQtbBGK5GJCGT615ao,https://api.spotify.com/v1/tracks/1jvqZQtbBGK5GJCGT615ao,https://api.spotify.com/v1/audio-analysis/1jvqZQtbBGK5GJCGT615ao,3.201116667,4,skate punk
16RLonBmK3BaWJnYRLUiyH,Punk In Drublic,Linoleum,NOFX,FALSE,0,0.18,0.934,4,-8.699,1,0.115,3.32E-05,0.000551,0.0702,0.433,197.043,audio_features,spotify:track:16RLonBmK3BaWJnYRLUiyH,https://api.spotify.com/v1/tracks/16RLonBmK3BaWJnYRLUiyH,https://api.spotify.com/v1/audio-analysis/16RLonBmK3BaWJnYRLUiyH,2.171116667,4,skate punk
7yCPwWs66K8Ba5lFuU2bcx,Enema Of The State,All The Small Things,blink-182,FALSE,0,0.439,0.891,0,-4.764,1,0.057,0.0122,0,0.547,0.695,148.599,audio_features,spotify:track:7yCPwWs66K8Ba5lFuU2bcx,https://api.spotify.com/v1/tracks/7yCPwWs66K8Ba5lFuU2bcx,https://api.spotify.com/v1/audio-analysis/7yCPwWs66K8Ba5lFuU2bcx,2.8,4,skate punk
2xKLHRbr0h2RLecEM0KSZa,For God and Country,United Cigar,Good Riddance,FALSE,0,0.44,0.843,1,-9.669,1,0.0478,0.00222,0.00275,0.109,0.751,102.6,audio_features,spotify:track:2xKLHRbr0h2RLecEM0KSZa,https://api.spotify.com/v1/tracks/2xKLHRbr0h2RLecEM0KSZa,https://api.spotify.com/v1/audio-analysis/2xKLHRbr0h2RLecEM0KSZa,2.784216667,4,skate punk
5kxxhOkxd7j57e7oL121gI,...And Out Come The Wolves,Time Bomb,Rancid,FALSE,0,0.646,0.962,9,-4.862,1,0.0536,0.138,0,0.471,0.961,164.79,audio_features,spotify:track:5kxxhOkxd7j57e7oL121gI,https://api.spotify.com/v1/tracks/5kxxhOkxd7j57e7oL121gI,https://api.spotify.com/v1/audio-analysis/5kxxhOkxd7j57e7oL121gI,2.40555,4,skate punk
2aYvAH5njyxFLi652SP4Ha,All The Best Songs,International You Day,No Use For A Name,FALSE,0,0.359,0.951,8,-5.293,1,0.0868,0.00763,0,0.046,0.468,186.31,audio_features,spotify:track:2aYvAH5njyxFLi652SP4Ha,https://api.spotify.com/v1/tracks/2aYvAH5njyxFLi652SP4Ha,https://api.spotify.com/v1/audio-analysis/2aYvAH5njyxFLi652SP4Ha,2.91445,4,skate punk
22klU94r0NFtx4cPO8KqHk,Pennybridge Pioneers,No Cigar,Millencolin,FALSE,0,0.383,0.986,9,-2.796,1,0.0617,0.000287,0,0.179,0.578,157.871,audio_features,spotify:track:22klU94r0NFtx4cPO8KqHk,https://api.spotify.com/v1/tracks/22klU94r0NFtx4cPO8KqHk,https://api.spotify.com/v1/audio-analysis/22klU94r0NFtx4cPO8KqHk,2.72045,4,skate punk
0pFcZpp5BNETYDExy12XZI,My Republic,Texas,Good Riddance,FALSE,0,0.541,0.95,5,-4.538,1,0.0683,1.14E-05,0.0276,0.0876,0.852,139.955,audio_features,spotify:track:0pFcZpp5BNETYDExy12XZI,https://api.spotify.com/v1/tracks/0pFcZpp5BNETYDExy12XZI,https://api.spotify.com/v1/audio-analysis/0pFcZpp5BNETYDExy12XZI,2.053333333,4,skate punk
2WIzgosBB7yRZJrwuEVudv,My Republic,Torches And Tragedies,Good Riddance,FALSE,0,0.308,0.988,8,-4.117,1,0.0798,6.92E-06,0.0808,0.251,0.474,189.082,audio_features,spotify:track:2WIzgosBB7yRZJrwuEVudv,https://api.spotify.com/v1/tracks/2WIzgosBB7yRZJrwuEVudv,https://api.spotify.com/v1/audio-analysis/2WIzgosBB7yRZJrwuEVudv,1.465116667,4,skate punk
2tzcrRsyOGZWvatLc87TfN,My Republic,Darkest Days,Good Riddance,FALSE,0,0.321,0.966,6,-4.429,0,0.0753,4.83E-05,0.725,0.154,0.403,190.099,audio_features,spotify:track:2tzcrRsyOGZWvatLc87TfN,https://api.spotify.com/v1/tracks/2tzcrRsyOGZWvatLc87TfN,https://api.spotify.com/v1/audio-analysis/2tzcrRsyOGZWvatLc87TfN,2.67555,4,skate punk
1wxFEaCaBwWPHOA7ECPWJO,My Republic,Rise and Fall,Good Riddance,FALSE,0,0.363,0.988,2,-4.107,1,0.093,6.55E-05,0.000315,0.111,0.478,150.048,audio_features,spotify:track:1wxFEaCaBwWPHOA7ECPWJO,https://api.spotify.com/v1/tracks/1wxFEaCaBwWPHOA7ECPWJO,https://api.spotify.com/v1/audio-analysis/1wxFEaCaBwWPHOA7ECPWJO,1.654,4,skate punk
6kUtm8dyYD4tDnT7BEi4l4,All The Best Songs,Justified Black Eye,No Use For A Name,FALSE,0,0.375,0.985,7,-4.635,1,0.0908,0.000993,7.54E-05,0.117,0.69,158.159,audio_features,spotify:track:6kUtm8dyYD4tDnT7BEi4l4,https://api.spotify.com/v1/tracks/6kUtm8dyYD4tDnT7BEi4l4,https://api.spotify.com/v1/audio-analysis/6kUtm8dyYD4tDnT7BEi4l4,2.662216667,4,skate punk
4NDqAF9pxAKkLDwAhNQXdJ,More Betterness!,Not Your Savior,No Use For A Name,FALSE,0,0.185,0.9,0,-6.443,1,0.0637,7.82E-05,0,0.402,0.49,175.537,audio_features,spotify:track:4NDqAF9pxAKkLDwAhNQXdJ,https://api.spotify.com/v1/tracks/4NDqAF9pxAKkLDwAhNQXdJ,https://api.spotify.com/v1/audio-analysis/4NDqAF9pxAKkLDwAhNQXdJ,3.74445,4,skate punk
4Ruj5rOxQpz49BlEmB8IVK,More Betterness!,Fairytale of New York,No Use For A Name,FALSE,0,0.3,0.817,4,-7.05,1,0.0725,0.0141,0,0.148,0.591,179.735,audio_features,spotify:track:4Ruj5rOxQpz49BlEmB8IVK,https://api.spotify.com/v1/tracks/4Ruj5rOxQpz49BlEmB8IVK,https://api.spotify.com/v1/audio-analysis/4Ruj5rOxQpz49BlEmB8IVK,4.062216667,4,skate punk
1ku4AWTvcRM3UBgsRrWgdd,All The Best Songs,On The Outside,No Use For A Name,FALSE,0,0.427,0.987,11,-5.894,0,0.073,0.00418,0.00175,0.246,0.429,107.952,audio_features,spotify:track:1ku4AWTvcRM3UBgsRrWgdd,https://api.spotify.com/v1/tracks/1ku4AWTvcRM3UBgsRrWgdd,https://api.spotify.com/v1/audio-analysis/1ku4AWTvcRM3UBgsRrWgdd,2.861116667,3,skate punk
7vOTUqAhG5BbwOEn8oqjkD,More Betterness!,Chasing Rainbows,No Use For A Name,FALSE,0,0.334,0.933,0,-6.004,1,0.0496,0.00019,0,0.0391,0.802,127.427,audio_features,spotify:track:7vOTUqAhG5BbwOEn8oqjkD,https://api.spotify.com/v1/tracks/7vOTUqAhG5BbwOEn8oqjkD,https://api.spotify.com/v1/audio-analysis/7vOTUqAhG5BbwOEn8oqjkD,2.816216667,4,skate punk
4OW5UAmoHuCKfrsvM9dmRR,Punk-O-Rama 4,Second Best,Pulley,FALSE,0,0.549,0.912,1,-6.667,1,0.0504,0.00288,0.00107,0.0898,0.803,93.701,audio_features,spotify:track:4OW5UAmoHuCKfrsvM9dmRR,https://api.spotify.com/v1/tracks/4OW5UAmoHuCKfrsvM9dmRR,https://api.spotify.com/v1/audio-analysis/4OW5UAmoHuCKfrsvM9dmRR,1.819783333,4,skate punk
5JmCpu9KL02LMT1SVs112Z,Matters,Insects Destroy,Pulley,FALSE,0,0.448,0.933,0,-6.369,0,0.0481,0.000118,3.81E-05,0.332,0.628,75.442,audio_features,spotify:track:5JmCpu9KL02LMT1SVs112Z,https://api.spotify.com/v1/tracks/5JmCpu9KL02LMT1SVs112Z,https://api.spotify.com/v1/audio-analysis/5JmCpu9KL02LMT1SVs112Z,3.342883333,4,skate punk
7B768jkBHMnFfXxKvp1nUt,Pulley,Working Class Whore,Pulley,FALSE,0,0.201,0.964,9,-8.467,1,0.0911,0.000852,0.000244,0.242,0.236,172.081,audio_features,spotify:track:7B768jkBHMnFfXxKvp1nUt,https://api.spotify.com/v1/tracks/7B768jkBHMnFfXxKvp1nUt,https://api.spotify.com/v1/audio-analysis/7B768jkBHMnFfXxKvp1nUt,3.581783333,4,skate punk
4d9LC9QoGja5M3en0HWUq1,Everything Sucks,I'm The One,Descendents,FALSE,0,0.391,0.968,0,-6.324,1,0.0625,0.0102,7.01E-05,0.446,0.647,90.481,audio_features,spotify:track:4d9LC9QoGja5M3en0HWUq1,https://api.spotify.com/v1/tracks/4d9LC9QoGja5M3en0HWUq1,https://api.spotify.com/v1/audio-analysis/4d9LC9QoGja5M3en0HWUq1,2.252216667,4,skate punk
3sOuELu6JXDdebNgqr8EHB,Double Plaidinum,Alien 8,Lagwagon,FALSE,0,0.429,0.498,9,-8.021,1,0.0329,0.00265,0,0.127,0.394,104.832,audio_features,spotify:track:3sOuELu6JXDdebNgqr8EHB,https://api.spotify.com/v1/tracks/3sOuELu6JXDdebNgqr8EHB,https://api.spotify.com/v1/audio-analysis/3sOuELu6JXDdebNgqr8EHB,1.835116667,4,skate punk
5toHVn824NjXwfl0ADuv1Z,Wolves In Wolves' Clothing,Seeing Double at the Triple Rock,NOFX,FALSE,0,0.55,0.981,0,-4.308,1,0.118,0.00012,3.81E-06,0.41,0.593,120.864,audio_features,spotify:track:5toHVn824NjXwfl0ADuv1Z,https://api.spotify.com/v1/tracks/5toHVn824NjXwfl0ADuv1Z,https://api.spotify.com/v1/audio-analysis/5toHVn824NjXwfl0ADuv1Z,2.161116667,4,skate punk
5uf34outVsqUg5zlGTZlBt,Wolves In Wolves' Clothing,The Marxist Brothers,NOFX,FALSE,0,0.706,0.914,2,-6.216,1,0.0442,0.00061,1.14E-06,0.0277,0.442,93.013,audio_features,spotify:track:5uf34outVsqUg5zlGTZlBt,https://api.spotify.com/v1/tracks/5uf34outVsqUg5zlGTZlBt,https://api.spotify.com/v1/audio-analysis/5uf34outVsqUg5zlGTZlBt,2.732666667,4,skate punk
